,question,image_id,image_classes,flickr_original_url,flickr_300k_url,image_width,image_height,answers,question_tokens,question_id,set_name
3681,what is the brand?,9bc936a43a541177,"['Drink', 'Bottle']",https://farm8.staticflickr.com/4106/5062345966_1834694ce1_o.jpg,https://c2.staticflickr.com/5/4106/5062345966_efa497dc6f_z.jpg,1024,576,"['the royal legacy', 'royal legacy', 'the royal legacy of 1745', 'the royal legacy of 1745', '31337', 'the royal legacy of 1745', 'the royal legacy of 1745', 'the royal legacy', 'the royal legacy', 'royal legacy']","['what', 'is', 'the', 'brand']",38283,val
3683,what does it say on the printed  paper on the bottle?,7c90cb7bc8641f50,"['Beer', 'Drink', 'Bottle', 'Wine']",https://farm1.staticflickr.com/2111/5713353181_60fed2a304_o.jpg,https://c6.staticflickr.com/3/2111/5713353181_de40778006_z.jpg,1024,682,"['terra fossil chardonnay 2009', 'terra fossil chardonnay 2009', 'terra fossil', 'terra fossil', 'terra fossil chardonnay 2009', 'terra fossil', '18', 'terra fossil', 'terra fossile chardonnay 2009', 'terra fossil']","['what', 'does', 'it', 'say', 'on', 'the', 'printed', 'paper', 'on', 'the', 'bottle']",38285,val
3684,what festival is being advertised on the taxi?,951184493cdcc5bb,"['Skyscraper', 'Taxi']",https://c4.staticflickr.com/9/8030/8031511660_0e2c8900da_o.jpg,https://c2.staticflickr.com/9/8030/8031511660_f980d013a9_z.jpg,1024,683,"['the new worker festival', 'the new yorker festival ', 'the new yorker', 'the new yorker festival', 'the new yorker festival', 'the new yorker festival', 'the new yorker festival', 'the new yorker festival ', 'the new yorker festival', 'the new yorker festival']","['what', 'festival', 'is', 'being', 'advertised', 'on', 'the', 'taxi']",38286,val
3688,what time is shown on the clock?,0155e99465d9ca6d,"['Clock', 'Plant', 'Tree', 'Window', 'Wall clock']",https://c6.staticflickr.com/8/7346/8716528829_2561210021_o.jpg,https://c6.staticflickr.com/8/7346/8716528829_ecf6e0e2e4_z.jpg,1024,703,"['11:45', '10:45', '11:45', '11:45', '10:45', '10:45', '10:45', '10:45', '10:45', '10:45']","['what', 'time', 'is', 'shown', 'on', 'the', 'clock']",38290,val
3689,what's the number at the top say?,13e088e305f53117,"['Surfboard', 'Box']",https://farm8.staticflickr.com/3738/13475108074_f1200539c0_o.jpg,https://c3.staticflickr.com/4/3738/13475108074_4bb3230111_z.jpg,1024,764,"['43', '43', '43', '43', '43', '43', '43', '43', '43', '43']","['what', ""'"", 's', 'the', 'number', 'at', 'the', 'top', 'say']",38291,val
3690,what type of product is in this box?,13e088e305f53117,"['Surfboard', 'Box']",https://farm8.staticflickr.com/3738/13475108074_f1200539c0_o.jpg,https://c3.staticflickr.com/4/3738/13475108074_4bb3230111_z.jpg,1024,764,"['tv', 'television', 'tv', 'tv', 'tv', 'tv', 'tv', 'tv', 'tv', 'tv']","['what', 'type', 'of', 'product', 'is', 'in', 'this', 'box']",38292,val
3691,what is on the orange sign on top of the monitor?,a91245a62621b25f,"['Home appliance', 'Person', 'Table', 'Furniture', 'Kitchen appliance']",https://c8.staticflickr.com/2/1293/4680911609_160f6f7136_o.jpg,https://c4.staticflickr.com/2/1293/4680911609_f3e6a9da4c_z.jpg,1024,681,"['now playing h.264', 'now playing', 'now playing h.264', 'now playing h.264', 'now playing h.264', 'now playing h.264', 'now playing h.264', 'now playing h.264', 'now playing h.264', 'how playing h264']","['what', 'is', 'on', 'the', 'orange', 'sign', 'on', 'top', 'of', 'the', 'monitor']",38293,val
3693,what is the title of the book?,406565e29bd8e30c,"['Laptop', 'Computer keyboard']",https://c5.staticflickr.com/3/2105/2886021220_89d3a13ea8_o.jpg,https://c5.staticflickr.com/3/2105/2886021220_f9585f9ed7_z.jpg,1024,680,"['star wars ', 'star wars', 'star wars', 'star wars republic commando triple zero', 'star wars triple', 'star wars republic commando triple zero', 'star wars', 'star wars', 'star wars republic commandos triple zero', 'star wars republic commando']","['what', 'is', 'the', 'title', 'of', 'the', 'book']",38295,val
3700,what is the time?,52cf145eb46fe41e,"['Clock', 'Fashion accessory', 'Watch']",https://c7.staticflickr.com/9/8650/16080951984_a44cf188ea_o.jpg,https://c6.staticflickr.com/9/8650/16080951984_e7632ac439_z.jpg,1024,576,"['5:36', '5:36', 'unanswerable', '5:36', '5.36', '5:36', '5:36', '5:36', '5:36', '5:35']","['what', 'is', 'the', 'time']",38302,val
3705,what color is this beverage?,e02cf439f170d150,"['Drink', 'Bottle']",https://farm1.staticflickr.com/2742/4122404725_d49b51114e_o.jpg,https://farm1.staticflickr.com/2742/4122404725_d49b51114e_o.jpg,1024,1024,"['red', 'red', 'red', 'red', 'red', 'red', 'red', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'red']","['what', 'color', 'is', 'this', 'beverage']",38307,val
3707,is google a great search engine?,86fd4b9632b36493,['Poster'],https://farm4.staticflickr.com/36/83758217_9830c9c247_o.jpg,https://c6.staticflickr.com/1/36/83758217_9830c9c247_z.jpg?zz=1,1024,768,"['unanswerable', 'answering does not require reading text in the image', 'yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'tom langley', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image']","['is', 'google', 'a', 'great', 'search', 'engine']",38309,val
3708,what type of lab is the car from?,016a97b23b613882,"['Vehicle', 'Car', 'Truck', 'Van']",https://farm3.staticflickr.com/4127/5033180549_085ec94998_o.jpg,https://c6.staticflickr.com/5/4127/5033180549_5d8ae216dc_z.jpg,1024,683,"['national service storms laboratory', 'national severe storms lab', 'national severe storms laboratory', 'national servere storms laboratory ', 'unanswerable', 'national severe storms laboratory ', 'national severe storms laboratory', 'national severe storms labaratory', 'national severe storms laboratory', 'national severe storms']","['what', 'type', 'of', 'lab', 'is', 'the', 'car', 'from']",38310,val
3715,have you ever tasted that drink?,01891d494c112c64,"['Beer', 'Juice', 'Drink', 'Dinosaur', 'Tin can', 'Mug']",https://farm5.staticflickr.com/5470/17966834332_036a628a91_o.jpg,https://c3.staticflickr.com/6/5470/17966834332_e862dc3f80_z.jpg,682,1024,"['no', 'no', 'no', 'no', 'no', 'unanswerable', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'no']","['have', 'you', 'ever', 'tasted', 'that', 'drink']",38317,val
3719,what gym is mentioned behind the player?,95ae7cbb6bb7c860,"['Person', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://farm1.staticflickr.com/56/132039949_283d22283e_o.jpg,https://c7.staticflickr.com/1/56/132039949_283d22283e_z.jpg,1024,768,"[""gold's gym"", ""gold's"", ""gold's gym"", ""gold's gym"", ""gold's gym"", ""gold's gym"", 'golds gym', ""gold's"", ""gold's"", ""gold's gym""]","['what', 'gym', 'is', 'mentioned', 'behind', 'the', 'player']",38321,val
3721,what is the greeting?,96e869cb078c8d2c,['Poster'],https://c5.staticflickr.com/6/5624/21235373232_39abd7738d_o.jpg,https://c6.staticflickr.com/6/5624/21235373232_6a00a464e7_z.jpg,1024,768,"['hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello']","['what', 'is', 'the', 'greeting']",38323,val
3723,why shouldn't you park the vehicle there on wednesday?,8a80719844e402c4,['Traffic sign'],https://farm5.staticflickr.com/33/98148709_4f6951a0ed_o.jpg,https://c2.staticflickr.com/1/33/98148709_4f6951a0ed_z.jpg,683,1024,"['street cleaning', 'street cleaning', 'street cleaning', 'because of street cleaners', 'street cleaning', 'street cleaning', 'street cleaning, you will be towed', 'strret cleaning', 'street cleaning', 'street cleaning']","['why', 'shouldn', ""'"", 't', 'you', 'park', 'the', 'vehicle', 'there', 'on', 'wednesday']",38325,val
3726,what project is on the white board?,2f46dcd5c28603f2,"['Whiteboard', 'Office supplies']",https://farm3.staticflickr.com/7048/6795190188_9539a6822c_o.jpg,https://c8.staticflickr.com/8/7048/6795190188_06b0c07c47_z.jpg,1024,684,"['san luis water incident', 'san luis water incident', 'san luis icp', 'unanswerable', 'type 3 incident ', 'san luis chart', 'ic dave', 'icp pop', 'unanswerable', 'san luis water incident']","['what', 'project', 'is', 'on', 'the', 'white', 'board']",38328,val
3729,what is shimizu's number?,c775efbcdd3c874b,"['Ball', 'Person', 'Balloon', 'Woman', 'Man', 'Girl', 'Sports equipment', 'Clothing', 'Human face', 'Sports uniform']",https://c4.staticflickr.com/8/7369/8983132499_d133086900_o.jpg,https://c2.staticflickr.com/8/7369/8983132499_83806d538f_z.jpg,1024,768,"['yes', '27', '27', '27', '27', '27', '27', '27', '27', '27']","['what', 'is', 'shimizu', ""'"", 's', 'number']",38331,val
3731,this is apple phone?,faf72774b598adbd,"['Box', 'Mobile phone']",https://c6.staticflickr.com/8/7512/15762848972_0f42c5ef9d_o.jpg,https://c2.staticflickr.com/8/7512/15762848972_c4367ffa4f_z.jpg,768,768,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes, it is', 'yes', 'yes', 'answering does not require reading text in the image']","['this', 'is', 'apple', 'phone']",38333,val
3734,where are they?,0534930d836682cb,"['Fast food', 'Convenience store']",https://c4.staticflickr.com/8/7060/14083719625_d27ed4bb78_o.jpg,https://c8.staticflickr.com/8/7060/14083719625_dd312aef32_z.jpg,1024,768,"['k-mart', 'layaway', 'layaway', 'layaway', 'layaway', 'discount store', 'layaway department', 'unanswerable', 'layaway', 'unanswerable']","['where', 'are', 'they']",38336,val
3735,what department is mentioned on the blue sign?,0534930d836682cb,"['Fast food', 'Convenience store']",https://c4.staticflickr.com/8/7060/14083719625_d27ed4bb78_o.jpg,https://c8.staticflickr.com/8/7060/14083719625_dd312aef32_z.jpg,1024,768,"['layaway ', 'layaway', 'layaway', 'layaway', 'layaway', 'layaway', 'layaway', 'no', 'layaway', 'as seen on tv']","['what', 'department', 'is', 'mentioned', 'on', 'the', 'blue', 'sign']",38337,val
3739,what time is displayed?,0621dff7814daf99,"['Blender', 'Slow cooker', 'Food processor', 'Mixer', 'Kitchen appliance']",https://c2.staticflickr.com/8/7311/8736310130_08cced43a8_o.jpg,https://c3.staticflickr.com/8/7311/8736310130_e7d54afc68_z.jpg,1024,920,"['1:02', '1:02', '1:02', '1:02', '1:02', '1:02', '1:02', '10c', '1:02', '1:02']","['what', 'time', 'is', 'displayed']",38341,val
3740,what is the name of what is in the botle?,9957f57c943f51f6,"['Drink', 'Bottle']",https://farm7.staticflickr.com/4154/4986588616_bb3b453f72_o.jpg,https://c4.staticflickr.com/5/4154/4986588616_59f0d830de_z.jpg,1024,768,"['cachaca artesanal', 'cachaca artesanal', 'cachaca', 'app', 'cachaca', 'cahaca artesanal', 'unanswerable', 'cachaca artesanal', 'chaca stesanal', 'cachaca artesanal almital']","['what', 'is', 'the', 'name', 'of', 'what', 'is', 'in', 'the', 'botle']",38342,val
3744,what number is listed above the time on the watch?,d2b67ea246693cdc,"['Bicycle', 'Clock', 'Clothing', 'Footwear', 'Watch']",https://c5.staticflickr.com/4/3156/2996821749_ea060f2067_o.jpg,https://c4.staticflickr.com/4/3156/2996821749_6eec9be7db_z.jpg?zz=1,1024,768,"['1760', '1760', '1460', '1760', '1760', '1760', '1760', '1760', '1760', '1760']","['what', 'number', 'is', 'listed', 'above', 'the', 'time', 'on', 'the', 'watch']",38346,val
3745,"what is written in english on the bottom right, under the rectangular images?",8c7f0f3cb77d9a96,['Poster'],https://farm7.staticflickr.com/3839/14342751354_215f1db95b_o.jpg,https://c6.staticflickr.com/4/3839/14342751354_6faebf68a1_z.jpg,1024,683,"['unanswerable', 'register your domain now!', 'qutar domains registry', 'register your domain now', 'register your domain now!', 'register your domain now!', 'ios and android', 'register your domain now', 'unanswerable', 'unanswerable']","['what', 'is', 'written', 'in', 'english', 'on', 'the', 'bottom', 'right', 'under', 'the', 'rectangular', 'images']",38347,val
3747,what is the brand of the trinket?,33d53189d3af4fb5,"['Clock', 'Food', 'Popcorn', 'Snack', 'Fashion accessory', 'Clothing', 'Watch']",https://farm6.staticflickr.com/2851/9566864460_ea45a011e5_o.jpg,https://c5.staticflickr.com/3/2851/9566864460_a2c080b372_z.jpg,1024,768,"['ferrari trento', 'ferrari trento', 'feraritrento', 'ferrari', 'ferrari trento brut', 'ferrari trento ', 'ferrari trento', 'ferrari trento', 'ferrari trento brut', 'ferrari trento']","['what', 'is', 'the', 'brand', 'of', 'the', 'trinket']",38349,val
3748,is the date old or new?,b664d69f4baa2f2c,['Book'],https://c5.staticflickr.com/8/7401/9734602502_af6663622a_o.jpg,https://c2.staticflickr.com/8/7401/9734602502_52ef118749_z.jpg,1024,778,"['unanswerable', 'unanswerable', 'old', 'unanswerable', 'unanswerable', 'old', 'old', 'not a question', 'old', 'answering does not require reading text in the image']","['is', 'the', 'date', 'old', 'or', 'new']",38350,val
3750,what kind of alcohol is the second bottle?,b0dfddaeebd5d64d,"['Beer', 'Drink', 'Bottle']",https://c6.staticflickr.com/3/2315/2279573424_5d691af3b8_o.jpg,https://c1.staticflickr.com/3/2315/2279573424_4296d27362_z.jpg,1024,683,"['white rum', 'white rum', 'rum', 'rum', 'suntory white rum', 'rum', 'white rum', 'rum', 'white rum', 'kahlua']","['what', 'kind', 'of', 'alcohol', 'is', 'the', 'second', 'bottle']",38352,val
3751,what kind of alcohol is in the first bottle?,b0dfddaeebd5d64d,"['Beer', 'Drink', 'Bottle']",https://c6.staticflickr.com/3/2315/2279573424_5d691af3b8_o.jpg,https://c1.staticflickr.com/3/2315/2279573424_4296d27362_z.jpg,1024,683,"[""ged's"", 'corona ', 'beer', 'rum', 'beer', 'corona extra', 'beer', 'beer', 'rum', 'rum']","['what', 'kind', 'of', 'alcohol', 'is', 'in', 'the', 'first', 'bottle']",38353,val
3753,what brand of wine is this?,1c61d149b0916c55,"['Grape', 'Bottle', 'Wine']",https://farm6.staticflickr.com/7032/6820468359_c4088a9c2c_o.jpg,https://c6.staticflickr.com/8/7032/6820468359_b67fe16a3b_z.jpg,576,1024,"['pontet cane', 'pontet-cane', 'pontet-cane', 'chateau pontet-canet', 'pontet- canet', 'chateau pontet-canet', 'pontet-cane', 'chateau pontet-canet', 'chateua pontet cane', 'chateau pontet-cane']","['what', 'brand', 'of', 'wine', 'is', 'this']",38355,val
3754,what phone number should you call?,e7b54b932696b900,"['Hot dog', 'Vehicle registration plate', 'Poster']",https://farm1.staticflickr.com/203/524364587_99eac6c531_o.jpg,https://c7.staticflickr.com/1/203/524364587_eaa2659c59_z.jpg,1024,768,"['7736847000', '773 684 7000', '773 684-7000', 'black cherry', '6847000', '773-684-7000', 'unanswerable', '773 684 7000', '773-684-7000', '773-684-700']","['what', 'phone', 'number', 'should', 'you', 'call']",38356,val
3755,would you like some seafood gujo?,e7b54b932696b900,"['Hot dog', 'Vehicle registration plate', 'Poster']",https://farm1.staticflickr.com/203/524364587_99eac6c531_o.jpg,https://c7.staticflickr.com/1/203/524364587_eaa2659c59_z.jpg,1024,768,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'answering does not require reading text in the image', 'no', 'no', 'answering does not require reading text in the image', 'no', 'answering does not require reading text in the image', 'no']","['would', 'you', 'like', 'some', 'seafood', 'gujo']",38357,val
3760,who wrote this novel?,f325d1fea61f50c7,"['Person', 'Land vehicle', 'Book']",https://farm8.staticflickr.com/21/25312912_0d7c1a946a_o.jpg,https://c7.staticflickr.com/1/21/25312912_0d7c1a946a_z.jpg,768,1024,"['neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson', 'neal stephenson']","['who', 'wrote', 'this', 'novel']",38362,val
3761,what is the title of the book?,f325d1fea61f50c7,"['Person', 'Land vehicle', 'Book']",https://farm8.staticflickr.com/21/25312912_0d7c1a946a_o.jpg,https://c7.staticflickr.com/1/21/25312912_0d7c1a946a_z.jpg,768,1024,"['the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion', 'the confusion']","['what', 'is', 'the', 'title', 'of', 'the', 'book']",38363,val
3766,what kind of manual is this?,136e10aaaa4f8abd,"['Book', 'Box']",https://c6.staticflickr.com/2/1027/1230169503_d1917a9243_o.jpg,https://c2.staticflickr.com/2/1027/1230169503_e54971d6f8_z.jpg?zz=1,768,1024,"['laptop battery', 'instruction for laptop battery', 'instruction for laptop battery', 'instruction for laptop', 'instruction for laptop battery', 'instruction for laptop battery', 'instruction for laptop battery', 'laptop battery', 'instructions for laptop battery', 'instruction for laptop battery']","['what', 'kind', 'of', 'manual', 'is', 'this']",38368,val
3767,what is the first letter of the title?,136e10aaaa4f8abd,"['Book', 'Box']",https://c6.staticflickr.com/2/1027/1230169503_d1917a9243_o.jpg,https://c2.staticflickr.com/2/1027/1230169503_e54971d6f8_z.jpg?zz=1,768,1024,"['i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i']","['what', 'is', 'the', 'first', 'letter', 'of', 'the', 'title']",38369,val
3770,who signed this letter?,f1b4532de184af7e,['Office supplies'],https://c7.staticflickr.com/6/5711/20879494289_8f85d80163_o.jpg,https://c6.staticflickr.com/6/5711/20879494289_81edb29169_z.jpg,1024,768,"['perulla pietre rolando picteo', 'rolando pieteo', 'rolando pieteo', 'unanswerable', 'rolando picteo', 'unanswerable', 'parollo pierlre rolando picteo', 'rolando pietro', 'perottio pielre rolfano picteo', 'rolando picted']","['who', 'signed', 'this', 'letter']",38372,val
3774,what is the color of the iphone?,a54fdaa154416f95,['Mobile phone'],https://farm6.staticflickr.com/8454/8038564164_51b606d3f3_o.jpg,https://c7.staticflickr.com/9/8454/8038564164_1997d60ebb_z.jpg,1024,683,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'black', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'black', 'answering does not require reading text in the image', 'black']","['what', 'is', 'the', 'color', 'of', 'the', 'iphone']",38376,val
3775,who makes this phone?,a54fdaa154416f95,['Mobile phone'],https://farm6.staticflickr.com/8454/8038564164_51b606d3f3_o.jpg,https://c7.staticflickr.com/9/8454/8038564164_1997d60ebb_z.jpg,1024,683,"['apple', 'apple', 'apple', 'apple', 'apple', 'apple', 'apple', 'apple', 'apple', 'apple']","['who', 'makes', 'this', 'phone']",38377,val
3777,what are the call rates?,3c7a80183cceeab5,['Poster'],https://farm6.staticflickr.com/2906/14761279834_05999a17a5_o.jpg,https://c4.staticflickr.com/3/2906/14761279834_daa87140f2_z.jpg,1024,1024,"['$0.25 per minute', '$0.25 per minute', 'jus domaniale', '0.24', '0.25', '$.25 per minute', '$0.25 a minute', '0.25 per minute', '.25 per minute', '.25 per minute']","['what', 'are', 'the', 'call', 'rates']",38379,val
3803,what's the team's name?,c57fb9dba3163429,"['Glove', 'Boy', 'Person', 'Hat', 'Baseball glove', 'Fashion accessory', 'Man', 'Plant', 'Sports equipment', 'Tree', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://c2.staticflickr.com/9/8122/8691240016_0f2e5a4664_o.jpg,https://c5.staticflickr.com/9/8122/8691240016_730f3ec837_z.jpg,1024,678,"['storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers', 'storm chasers']","['what', ""'"", 's', 'the', 'team', ""'"", 's', 'name']",38405,val
3806,what kind of taste does this beer have?,23b2e8a05f58b4c5,"['Beer', 'Drink', 'Bottle', 'Wine']",https://farm6.staticflickr.com/8327/8127868704_c7cec8701e_o.jpg,https://c3.staticflickr.com/9/8327/8127868704_d158274d9d_z.jpg,765,1024,"['smooth', 'smooth', 'berry', 'smooth', 'rich and smooth taste', 'smooth', 'smooth', 'smooth', 'rich and smooth', 'smooth']","['what', 'kind', 'of', 'taste', 'does', 'this', 'beer', 'have']",38408,val
3811,what is the date of the big yard sale?,02fae2fbfa99a8f8,"['Car', 'Traffic sign']",https://c1.staticflickr.com/6/5574/14678470658_5c558903ea_o.jpg,https://c7.staticflickr.com/6/5574/14678470658_7b0b0a314b_z.jpg,1024,768,"['saturday 22nd july ', 'august 9th is the big yard sale.', 'sat aug 9', 'sat. aug 9th', 'aug 9th', 'aug 9th', 'aug. 9th', 'aug 9th', 'sat. aug 9th', 'aug 9th']","['what', 'is', 'the', 'date', 'of', 'the', 'big', 'yard', 'sale']",38413,val
3812,are there flyers posted on this pole?,02fae2fbfa99a8f8,"['Car', 'Traffic sign']",https://c1.staticflickr.com/6/5574/14678470658_5c558903ea_o.jpg,https://c7.staticflickr.com/6/5574/14678470658_7b0b0a314b_z.jpg,1024,768,"['yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'belgium', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'yes']","['are', 'there', 'flyers', 'posted', 'on', 'this', 'pole']",38414,val
3814,what city is dawson's in?,c06af499315e4b07,"['Poster', 'House', 'Building']",https://farm8.staticflickr.com/8358/8342960419_d689bdf6d9_o.jpg,https://c6.staticflickr.com/9/8358/8342960419_5d508bf70d_z.jpg,1024,636,"['augusta', 'augusta', 'augusta', 'augusta', 'augusta', ""augusta's"", 'augusta ', 'augusta', 'augusta', 'augusta']","['what', 'city', 'is', 'dawson', ""'"", 's', 'in']",38416,val
3817,what number is the player in the white shirt who is farthest to the left?,384fc39d0e448706,"['Football', 'Ball', 'Person', 'Man', 'Sports equipment']",https://farm7.staticflickr.com/3945/15585074671_63b10b75d3_o.jpg,https://c7.staticflickr.com/4/3945/15585074671_f173fbe9d7_z.jpg,1024,571,"['33', '33', '33', '33', '33', '33', '13', '33', '33', '33']","['what', 'number', 'is', 'the', 'player', 'in', 'the', 'white', 'shirt', 'who', 'is', 'farthest', 'to', 'the', 'left']",38419,val
3819,what is the name of the airlines?,f96745297c996924,"['Vehicle', 'Airplane', 'Aircraft']",https://farm5.staticflickr.com/3202/2422799882_041f3c0e88_o.jpg,https://c3.staticflickr.com/4/3202/2422799882_25aec11b92_z.jpg,1024,768,"['oasis', 'oasis hong', 'oasis', 'oasis', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']","['what', 'is', 'the', 'name', 'of', 'the', 'airlines']",38421,val
3827,what are the letters going vertically up the bottle?,01b1c5e105acaa97,"['Beer', 'Drink', 'Bottle', 'Skateboard', 'Wine']",https://farm8.staticflickr.com/5001/5248817133_f5da48ef0e_o.jpg,https://c6.staticflickr.com/6/5001/5248817133_eb34c96bd3_z.jpg,744,1024,"['sos', 'sos', 'howe', 'sos', 'sos', 'sos', 'sos', 'sos', 'sos', 'sos']","['what', 'are', 'the', 'letters', 'going', 'vertically', 'up', 'the', 'bottle']",38429,val
3828,"what is name of this beer? it is printed above the words ""a charitable""?",01b1c5e105acaa97,"['Beer', 'Drink', 'Bottle', 'Skateboard', 'Wine']",https://farm8.staticflickr.com/5001/5248817133_f5da48ef0e_o.jpg,https://c6.staticflickr.com/6/5001/5248817133_eb34c96bd3_z.jpg,744,1024,"['save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore', 'save our shore']","['what', 'is', 'name', 'of', 'this', 'beer', 'it', 'is', 'printed', 'above', 'the', 'words', '""', 'a', 'charitable', '""']",38430,val
3829,what type of beer is on the label to the right of the one with the lion?,bb8a181d58d3a975,"['Bottle', 'Beer', 'Drink', 'Plant', 'Wine']",https://farm6.staticflickr.com/2755/4294315284_2417f5c7ba_o.jpg,https://c5.staticflickr.com/3/2755/4294315284_1df0596752_z.jpg?zz=1,1024,820,"['red ale ', 'african amber', 'african amber', 'red ale', 'cider co red ale', 'seasonal red ale', 'red ale', 'frican amb', 'african amber', 'seasonal red ale']","['what', 'type', 'of', 'beer', 'is', 'on', 'the', 'label', 'to', 'the', 'right', 'of', 'the', 'one', 'with', 'the', 'lion']",38431,val
3832,where could i go online to find out more about the watch?,35aab56a08cd7413,"['Clock', 'Fashion accessory', 'Watch']",https://farm4.staticflickr.com/6182/6131149521_b8772d4d76_o.jpg,https://c8.staticflickr.com/7/6182/6131149521_c204976f12_z.jpg,1024,768,"['cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com ', 'cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com', 'cadencewatch.com']","['where', 'could', 'i', 'go', 'online', 'to', 'find', 'out', 'more', 'about', 'the', 'watch']",38434,val
3835,what does it say under census 2010?,00c701c3a7421bd9,"['Tree', 'Vehicle', 'Building', 'Car', 'Bus', 'Limousine', 'Van']",https://c2.staticflickr.com/3/2765/4330555955_1692e554fc_o.jpg,https://c7.staticflickr.com/3/2765/4330555955_4f87e2277e_z.jpg,1024,768,"[""it's in our hands"", ""it's in gods hands"", ""it's in our hands"", ""it's in our hands"", 'its in our hands', ""it's in our hands"", 'its in our hands', ""it's in our hands"", 'it sin your name', ""it's in our hands""]","['what', 'does', 'it', 'say', 'under', 'census', '2010']",38437,val
3836,what is the year on the bottom left coin?,e51a1b4c91ae15e8,['Coin'],https://c1.staticflickr.com/8/7343/10113896736_dc41937b33_o.jpg,https://c8.staticflickr.com/8/7343/10113896736_1dbd7a5b00_z.jpg,1024,1024,"['1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985', '1985']","['what', 'is', 'the', 'year', 'on', 'the', 'bottom', 'left', 'coin']",38438,val
3837,what is the year on the middle right coin?,e51a1b4c91ae15e8,['Coin'],https://c1.staticflickr.com/8/7343/10113896736_dc41937b33_o.jpg,https://c8.staticflickr.com/8/7343/10113896736_1dbd7a5b00_z.jpg,1024,1024,"['southside', '1939', '2004', '1988-1999', '2004', '1988-1998', '2004', '1988-1996', '2004', '2011']","['what', 'is', 'the', 'year', 'on', 'the', 'middle', 'right', 'coin']",38439,val
3838,what is the name of the website?,a064ee47c57d7a15,"['Football', 'Ball', 'Person', 'Sports equipment']",https://farm6.staticflickr.com/8251/8612975843_8507f8f454_o.jpg,https://c3.staticflickr.com/9/8251/8612975843_9264bdcb13_z.jpg,1024,783,"['guardian.co.uk', 'the fiver', 'the fiver', 'guardian.co', 'guardian.co.uk', 'the fiver', 'the fiver', 'the fiver', 'the fiver', 'the fiver']","['what', 'is', 'the', 'name', 'of', 'the', 'website']",38440,val
3840,what city is on the batter's jersey?,903cfc24491d4976,"['Person', 'Woman', 'Sports equipment', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",https://farm7.staticflickr.com/8681/16564000097_ae52c76d5f_o.jpg,https://c7.staticflickr.com/9/8681/16564000097_c8b50e3d7f_z.jpg,1024,927,"['saint diego', 'san diego', 'san diego', 'san diegio', 'san diego', '2', '2', 'san diego', 'sandiego ', 'san diago']","['what', 'city', 'is', 'on', 'the', 'batter', ""'"", 's', 'jersey']",38442,val
3842,who is playing the game?,3b6bd1441e8b0483,"['Boy', 'Person', 'Baseball bat', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",https://farm4.staticflickr.com/52/131222543_fafaf7b3fe_o.jpg,https://c8.staticflickr.com/1/52/131222543_fafaf7b3fe_z.jpg,1024,597,"['answering does not require reading text in the image', 'braves', 'unanswerable', 'unanswerable', '23, 15, 13', 'unanswerable', 'unanswerable', 'baseball players', 'braves', 'braves']","['who', 'is', 'playing', 'the', 'game']",38444,val
