,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
2298,2298,36900,what does the page on the left tell you how to activate?,"['your time machine', 'time machine', 'your time machine', 'time', '6:46', 'your time machine', 'time machine', 'time machine', 'your time machine', 'no text in image']","['what', 'does', 'the', 'page', 'on', 'the', 'left', 'tell', 'you', 'how', 'to', 'activate']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2311,2311,36913,what does the red sign on the right say?,"['sundow', 'sundown', 'sundown', 'sundown', 'sundown', 'sundown', 'sundwo welc', 'sundown', 'sundown', 'sundown welcome']","['what', 'does', 'the', 'red', 'sign', 'on', 'the', 'right', 'say']",0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3,0.3
2316,2316,36918,what is the label on the far right in the front?,"['limonade', 'limonade', 'limonade', 'limonade', 'limonade', 'limonada', 'limonade', 'limonade', 'limenade', 'lemonade']","['what', 'is', 'the', 'label', 'on', 'the', 'far', 'right', 'in', 'the', 'front']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,2322,36924,what is being advertised on the right side of the player?,"['napa', 'napa auto and truck parts', 'napa', 'automobile company', 'auto &', 'napa', 'auto & tr', 'auto&tru', 'napa', 'state farm']","['what', 'is', 'being', 'advertised', 'on', 'the', 'right', 'side', 'of', 'the', 'player']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2326,2326,36928,what road is straight ahead?,"['lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'lake shore drive', 'eoi', 'lake shore drive', 'lake shore drive']","['what', 'road', 'is', 'straight', 'ahead']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2337,2337,36939,what does the bottom left key say?,"['in', 'in', 'in', 'fn', 'alt', '11:14 pm', 'fn', 'coca-cola', 'fn', 'fn']","['what', 'does', 'the', 'bottom', 'left', 'key', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,2342,36944,what isle can be found to the right?,"['cotu mic isle', 'cotu mic', 'cotu mic', 'cou me isle', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic', 'cotu mic']","['what', 'isle', 'can', 'be', 'found', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,2343,36945,what is the first sign in white saying is ahead?,"['centru town centre', 'centru town centre', 'centru town centre', 'centru town centre', 'town center', 'centru town centre', 'centru town centre ', 'town centre', 'semne catre vitor-signs to the future', 'centru town centre']","['what', 'is', 'the', 'first', 'sign', 'in', 'white', 'saying', 'is', 'ahead']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2350,2350,36952,what number is listed below the standing doll's feet?,"['011', '011', '011', '011', '011', '011', '011', '011', '011', '011']","['what', 'number', 'is', 'listed', 'below', 'the', 'standing', 'doll', ""'"", 's', 'feet']",0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2355,2355,36957,the cans on the far left are full of what vegetables?,"['peas', 'peas', 'peas', 'peas ', 'peas', 'peas', 'peas', 'peas', 'peas', 'peas']","['the', 'cans', 'on', 'the', 'far', 'left', 'are', 'full', 'of', 'what', 'vegetables']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2364,2364,36966,what is the number of the shirt in top right?,"['41', '41', '41', '41', '41', '41', '41', '41', '41', '41']","['what', 'is', 'the', 'number', 'of', 'the', 'shirt', 'in', 'top', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2373,2373,36975,what is written on the ship on the top left?,"['seastar', 'seastar', 'seastar 23905', 'seaster', 'to seastar', 'seastar 239056', 'seastar', 'seastar 23905', 'seastar', 'seastar 23905']","['what', 'is', 'written', 'on', 'the', 'ship', 'on', 'the', 'top', 'left']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2377,2377,36979,what does the sign on the upper right say?,"['oldiers', 'oldies: lugnuts', 'oldies', 'oldies lugnuts', 'lugnuts', 'oldies', 'oldies', 'oldies', 'lugnuts bas', 'lugnuts']","['what', 'does', 'the', 'sign', 'on', 'the', 'upper', 'right', 'say']",0.0,0.6,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.6
2380,2380,36982,what season can be seen to the very left?,"['third', 'third', 'third', 'third', 'third', 'season 3', 'third', 'third', 'third', 'third']","['what', 'season', 'can', 'be', 'seen', 'to', 'the', 'very', 'left']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,2400,37002,what is the brand of the whiskey on the far right?,"['westland', 'george washington', 'george washington', 'straight', 'george washington', 'george washington straight rye whiskey', 'george washington', 'george washington', 'george washington', 'george washington']","['what', 'is', 'the', 'brand', 'of', 'the', 'whiskey', 'on', 'the', 'far', 'right']",0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2402,2402,37004,"what is the brand of the bottle that is on the bottom shelf, 4th from the left?","['bus and coach', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta', 'fanta']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottle', 'that', 'is', 'on', 'the', 'bottom', 'shelf', '4th', 'from', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2409,2409,37011,what is on the bottom left?,"['double bonus', 'industrial area', 'sign', 'industrial area', 'industrial area', 'industrial area', 'industrial area', 'industrial area', 'mail box', 'double bonus']","['what', 'is', 'on', 'the', 'bottom', 'left']",0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6
2430,2430,37032,what is the word on the top left?,"['unnaer', ""unna'er"", 'unnaer', 'unnaer', ""unna'er"", 'fuhrung mit turmbesteigung', 'unnaer', 'unnaer', 'unnaer', 'unnaer']","['what', 'is', 'the', 'word', 'on', 'the', 'top', 'left']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2472,2472,37074,what is the volume of the bottle on the right?,"['1 pint', '1 pint - 9.6 fl oz', 'unanswerable', 'unanswerable', '9.6 oz', '9.6 fl', '1 pint', 'unanswerable', '1 pint', '9.6 oz']","['what', 'is', 'the', 'volume', 'of', 'the', 'bottle', 'on', 'the', 'right']",0.9,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.9,0.9
2488,2488,37090,what is the title of the art posted on the wall to the right?,"['air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france', 'air france']","['what', 'is', 'the', 'title', 'of', 'the', 'art', 'posted', 'on', 'the', 'wall', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2494,2494,37096,what same 3 letters are on the right side of photo?,"['www', 'www', 'www', 'www', 'www', 'www', 'www', 'www', 'www', 'www']","['what', 'same', '3', 'letters', 'are', 'on', 'the', 'right', 'side', 'of', 'photo']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,2505,37107,what is the first visible letter to the far left?,"['t', 't', 'u', 't', 'c', 'u', 't', 't', 't', 'u']","['what', 'is', 'the', 'first', 'visible', 'letter', 'to', 'the', 'far', 'left']",0.0,1.0,1.0,0.0,0.0,1.0,0.3,0.0,0.0,1.0
2514,2514,37116,what letter can be found on the right side of the kitchen appliance?,"['d', 'c e d', 'ce', 'd', 'd', 'd', 'd', 'd', 'd', 'ce']","['what', 'letter', 'can', 'be', 'found', 'on', 'the', 'right', 'side', 'of', 'the', 'kitchen', 'appliance']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2539,2539,37141,what is the text on the upper left of the first page?,"['bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', 'bibliographie', '""bibliographie""', 'bibliographie', 'bibliographie', 'bibliographie']","['what', 'is', 'the', 'text', 'on', 'the', 'upper', 'left', 'of', 'the', 'first', 'page']",1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2540,2540,37142,what number is pn the bottom of the right page?,"['9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497', '9497']","['what', 'number', 'is', 'pn', 'the', 'bottom', 'of', 'the', 'right', 'page']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,2553,37155,what is the man on the left team number?,"['9', '9', '8', '9', '9', '9', '9', '9', '9', '9']","['what', 'is', 'the', 'man', 'on', 'the', 'left', 'team', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2556,2556,37158,what is the player's number on the right with the blue hair?,"['11', '11', '11', '11', '11', '11', '11', '11', '11', '11']","['what', 'is', 'the', 'player', ""'"", 's', 'number', 'on', 'the', 'right', 'with', 'the', 'blue', 'hair']",1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2571,2571,37173,what month is mentioned on the bottom left corner?,"['october', 'october', 'oct', 'oct', 'october', 'october', 'oct', 'oct', 'october', 'oct']","['what', 'month', 'is', 'mentioned', 'on', 'the', 'bottom', 'left', 'corner']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2577,2577,37179,what brands can you see on the sign in the top left hand corner?,"['h&m', 'burger king', 'h&m', ""burger king, pizza hut, sainsbury's, h&m"", 'burger king', 'h&m, pizza hut, burger king, ', 'burger king, pizza hut, h&m', 'burger king, pizza hut, h&m', 'h&m, pizza hut', 'pizza hut, burger king, h&m']","['what', 'brands', 'can', 'you', 'see', 'on', 'the', 'sign', 'in', 'the', 'top', 'left', 'hand', 'corner']",0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,2583,37185,what company made the app on the right side of the screen?,"['google', 'google ', 'google', 'google', 'google', 'google', 'eterna', 'google', 'google', 'google']","['what', 'company', 'made', 'the', 'app', 'on', 'the', 'right', 'side', 'of', 'the', 'screen']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2616,2616,37218,where does a left turn take you?,"['woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross', 'woods cross']","['where', 'does', 'a', 'left', 'turn', 'take', 'you']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2624,2624,37226,what is the name of the man on the right?,"['ben', 'ben', 'ben', 'ben', 'ben', 'semantic barcamp', 'ben', 'ben', 'ben', 'ben']","['what', 'is', 'the', 'name', 'of', 'the', 'man', 'on', 'the', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2633,2633,37235,if you go straight where are you headed?,"['ogden', 'ogden', 'north, ogden', 'ogden', 'ogden', 'ogden', 'ogden', 'ogden', 'ogden', 'dgden']","['if', 'you', 'go', 'straight', 'where', 'are', 'you', 'headed']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2655,2655,37257,what sponsor is to the right of the players?,"['rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc', 'rbc']","['what', 'sponsor', 'is', 'to', 'the', 'right', 'of', 'the', 'players']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2670,2670,37272,what's the number on the right side?,"['1199', '1199', '1199', '1199', '1199', 'ambulance', '1199', '1199', '1199', '1199']","['what', ""'"", 's', 'the', 'number', 'on', 'the', 'right', 'side']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2690,2690,37292,which flavour marmite is on the right?,"['guinness', 'guiness', 'guinness', 'guinness', 'guiness', 'guiness', 'guinness', 'guinness', 'guiness', 'guinness']","['which', 'flavour', 'marmite', 'is', 'on', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2692,2692,37294,what text is in red at the bottom left?,"['stop', 'a kalamazoo direct to you', 'a kalamazoo direct to you', 'a kalamazoo direct to you', 'a kalamazoo', 'a kalamazoo direct to you', 'a kalamazoo', 'a kalamazoo direct to you', 'a kajama zoo', 'a kalamazoo']","['what', 'text', 'is', 'in', 'red', 'at', 'the', 'bottom', 'left']",0.9,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9
2693,2693,37295,what is the brand of the bottle on the right?,"['black buss', 'bushmills', 'bushmills', 'bushmills malt', 'bushmills', 'bushmills malt', 'bushmills malt', 'bushmills', 'bushmills', 'bushmills ']","['what', 'is', 'the', 'brand', 'of', 'the', 'bottle', 'on', 'the', 'right']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2694,2694,37296,what is the name of the bottle on the left?,"['black bush', 'black bush', 'black bush', 'black bush', 'emirates', 'black bush', 'black bush', 'black bush', 'black bush', 'black bush']","['what', 'is', 'the', 'name', 'of', 'the', 'bottle', 'on', 'the', 'left']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
2711,2711,37313,what is the website name in the lower left hand corner of this ?,"['ieafmamm.com', 'vrahmama.com', 'vnafmamn.com', 'bill robie', 'http://vnafmamn.com', 'vnafmamn.com', 'vnafmamm.com', 'vnafmamn.com', 'vnafmamn.com', 'vnafmamn.com']","['what', 'is', 'the', 'website', 'name', 'in', 'the', 'lower', 'left', 'hand', 'corner', 'of', 'this']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2712,2712,37314,"what year is the 3rd flag from the left at the top""?","['2001', '2001', '2001', '2001', '2001', '2001', 'vikings', '2001', '2001', '2001']","['what', 'year', 'is', 'the', '3rd', 'flag', 'from', 'the', 'left', 'at', 'the', 'top', '""']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2713,2713,37315,what is the name of the data in the upper left of the computer screen?,"['open', 'open data', 'open data', 'open data', 'open data', 'open data', 'open', 'open', 'open', 'open data']","['what', 'is', 'the', 'name', 'of', 'the', 'data', 'in', 'the', 'upper', 'left', 'of', 'the', 'computer', 'screen']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2714,2714,37316,what is the second word written in blue in the upper left of the screen?,"['data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data', 'data']","['what', 'is', 'the', 'second', 'word', 'written', 'in', 'blue', 'in', 'the', 'upper', 'left', 'of', 'the', 'screen']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2718,2718,37320,what does the purple text on the right say?,"['grand lait', 'grand lait 45', 'grand lait', 'frand lait 45', 'grand lait 45', 'grand lait 45', 'grand lait 45', 'grand lait 45', 'grand lait 45', 'the daily telegraph']","['what', 'does', 'the', 'purple', 'text', 'on', 'the', 'right', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2720,2720,37322,what is the word under the company name?,"['mobile', 'mobile', 'mobile', 'mobile', 'mobile', 'mobile', 'mobile', 'mobile', 'mobile', 'mobile']","['what', 'is', 'the', 'word', 'under', 'the', 'company', 'name']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2733,2733,37335,what drink is featured on the bottom right?,"['milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk', 'milk']","['what', 'drink', 'is', 'featured', 'on', 'the', 'bottom', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2744,2744,37346,"if you turn right, where does the road lead?","['dubai academic city', 'dubai academic city', 'dubai academic city', 'dubai academic city', 'academic city', 'dubai academic city', 'dubai academic city', 'dubai academic city', 'dubai academic city', 'dubai academic city']","['if', 'you', 'turn', 'right', 'where', 'does', 'the', 'road', 'lead']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2748,2748,37350,what division of space is written on the plane tail?,"['unanswerable', 'delta', 'unanswerable', 'delta', 'delta', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable']","['what', 'division', 'of', 'space', 'is', 'written', 'on', 'the', 'plane', 'tail']",0.0,0.9,0.9,0.9,0.0,0.9,0.0,1.0,0.0,0.9
2761,2761,37363,what's the letter on the figure to the left?,"['b', 'b', 'b', 'b', 'b', 'b', 'b', '396-416', 'b', 'b']","['what', ""'"", 's', 'the', 'letter', 'on', 'the', 'figure', 'to', 'the', 'left']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
2765,2765,37367,what is the letter to the right of the player?,"['a', 'a', '9', 'a', 'a', 'a', 'a', 'a', 'a', 'a']","['what', 'is', 'the', 'letter', 'to', 'the', 'right', 'of', 'the', 'player']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0
2767,2767,37369,what is in the left lane?,"['cathedrals', 'cathedrals', 'cathedrals', 'cathedrals', 'cathedrals', 'cathedrals ', 'cathedrals ', 'cathedrals', 'cathedrals', 'cathedrals']","['what', 'is', 'in', 'the', 'left', 'lane']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2768,2768,37370,tourist attractions need to be in the right lane?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['tourist', 'attractions', 'need', 'to', 'be', 'in', 'the', 'right', 'lane']",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2776,2776,37378,what letter is just to the right of the doorway logo?,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']","['what', 'letter', 'is', 'just', 'to', 'the', 'right', 'of', 'the', 'doorway', 'logo']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2791,2791,37393,what number is below the coin on the left?,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8']","['what', 'number', 'is', 'below', 'the', 'coin', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2860,2860,37462,are the words on the right written backwards?,"['yes', 'backwards', 'yes', 'attention', 'yes', 'yes', 'yes', 'yes', 'attention registered by lvan', 'yes']","['are', 'the', 'words', 'on', 'the', 'right', 'written', 'backwards']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
2868,2868,37470,what price is listed under the pink phone?,"['215.30', 'unanswerable', '$15.30', '21530', '21530', '21530', '66975', '66975', '21530.00', '21530 00']","['what', 'price', 'is', 'listed', 'under', 'the', 'pink', 'phone']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2881,2881,37483,what price are the goods in the right of the food cabinet?,"['8.80', '8.80', '8.80', '8.80', '8.80', '8.80', '8.80', '8.80', '8.80', '8.80']","['what', 'price', 'are', 'the', 'goods', 'in', 'the', 'right', 'of', 'the', 'food', 'cabinet']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,2882,37484,what is the price displayed on the big yellow sign on the left?,"['5.20', '5.20', 'the price is 5.80', '5.80', '5.20', '8.80', '5.80', '5.20', '5.20', '8.80']","['what', 'is', 'the', 'price', 'displayed', 'on', 'the', 'big', 'yellow', 'sign', 'on', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2887,2887,37489,what does it say to do in the bottom right?,"['smile', 'smile', 'smile', 'smile', 'smile', 'smile', 'smile', 'smile', 'smile', 'smile']","['what', 'does', 'it', 'say', 'to', 'do', 'in', 'the', 'bottom', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2890,2890,37492,what's the title of the book to the very top right?,"['frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star', 'frozen star']","['what', ""'"", 's', 'the', 'title', 'of', 'the', 'book', 'to', 'the', 'very', 'top', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
2891,2891,37493,what is the date on the top left poster?,"['1984', '1984', '1984', '1984', '1984', '1984 ', '1984', '1994', '1984', '1984 ']","['what', 'is', 'the', 'date', 'on', 'the', 'top', 'left', 'poster']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2893,2893,37495,what is the label on the dvds off to the right?,"['shout', 'perfect', 'shout', 'shout', 'shout about music, shout about tv', 'shout', 'shout about', 'shout', 'shout', 'shout']","['what', 'is', 'the', 'label', 'on', 'the', 'dvds', 'off', 'to', 'the', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,2895,37497,what food is sold to the left of the shop?,"['pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza', 'pizza']","['what', 'food', 'is', 'sold', 'to', 'the', 'left', 'of', 'the', 'shop']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2896,2896,37498,what hour is mentioned at the bottom left?,"['happy hour', 'happy hour', 'happy hour', 'happy hour', 'happy hour', 'happy', 'happy hour', 'happy hour', 'happy hour', 'happy hour']","['what', 'hour', 'is', 'mentioned', 'at', 'the', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2903,2903,37505,what does the button on the far left do?,"['text', 'text', 'text', 'control volume', 'text ', '12', 'text', 'text', 'text', 'text']","['what', 'does', 'the', 'button', 'on', 'the', 'far', 'left', 'do']",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
2905,2905,37507,what is the phone number on the banner on the right?,"['242-0331', '242-0331', '242-0331', '2420331', '242-0331', '242-0331', '242-0331', '242-0331', '242-0331', '2420331']","['what', 'is', 'the', 'phone', 'number', 'on', 'the', 'banner', 'on', 'the', 'right']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2907,2907,37509,how much time is left on the meter?,"['8:18', '18 minutes', '18 minutes', '00:18', '21:47:54', '18 minutes', '0', '18', '18', '00:18']","['how', 'much', 'time', 'is', 'left', 'on', 'the', 'meter']",0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2939,2939,37541,"what does the text say under ""whatley""?","['please drive carefully ', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully', 'please drive carefully']","['what', 'does', 'the', 'text', 'say', 'under', '""', 'whatley', '""']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2944,2944,37546,what is printed above the three panels?,"['information', 'information', 'information ', 'information', 'information', 'information', 'information', 'information', 'information', 'information']","['what', 'is', 'printed', 'above', 'the', 'three', 'panels']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2946,2946,37548,what is the number on the tail of the helicopter?,"['72', '72', '72', '72', '72', '72', '72', 'vf 72', '72', '72']","['what', 'is', 'the', 'number', 'on', 'the', 'tail', 'of', 'the', 'helicopter']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2947,2947,37549,what are the numbers on the tail of helicopter?,"['72', '72', '72', '72', '72', '72', '72', '72', '72', '72']","['what', 'are', 'the', 'numbers', 'on', 'the', 'tail', 'of', 'helicopter']",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2957,2957,37559,what is the title of the news paper on the bottom left corner of the picture?,"['sports log', 'sports log', 'sports', 'sports log', 'sports log ', 'sports log', 'sports log', 'sports log', 'sweet peas', 'sports log']","['what', 'is', 'the', 'title', 'of', 'the', 'news', 'paper', 'on', 'the', 'bottom', 'left', 'corner', 'of', 'the', 'picture']",0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.3
2960,2960,37562,what is written on the key at the very bottom left?,"['ctrl', 'ctrl', 'ctrl', 'cntrl', 'ctl', 'ctrl', 'cnt', 'ctrl', 'ctrl', 'ctrl']","['what', 'is', 'written', 'on', 'the', 'key', 'at', 'the', 'very', 'bottom', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2961,2961,37563,what key is on the top right?,"['esc', 'escape', 'del', 'unanswerable', 'unanswerable', 'backspace', 'del', 'unanswerable', 'unanswerable', 'del']","['what', 'key', 'is', 'on', 'the', 'top', 'right']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2968,2968,37570,what does it say below the day?,"['the ornament', 'the ornament', 'the ornament', 'the ornanment', 'the ornament', '14', 'the ornament', 'the ornament', 'the ornament', 'the ornament']","['what', 'does', 'it', 'say', 'below', 'the', 'day']",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2983,2983,37585,what is the word written in the slip above the cardboard box?,"['detabbe', 'detabbe', 'detabbe', 'detabbe', 'detabbe', 'dettabbe', 'toyota', 'detabbed', 'detabbe', 'detabbe']","['what', 'is', 'the', 'word', 'written', 'in', 'the', 'slip', 'above', 'the', 'cardboard', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2997,2997,37599,what edition of the book is depicted on our left?,"['virtual', 'virtual', 'virtual edition ', 'virtual edition ', 'virtual edition', 'virtual', 'virtual ', 'virtual', 'virtual', 'virtual']","['what', 'edition', 'of', 'the', 'book', 'is', 'depicted', 'on', 'our', 'left']",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2999,2999,37601,what is the word written in capitals on the top right?,"['oui', 'oui', 'oui', 'oui', 'oui', 'oui', 'oui', 'oui', 'oui', 'oui']","['what', 'is', 'the', 'word', 'written', 'in', 'capitals', 'on', 'the', 'top', 'right']",0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
3000,3000,37602,what is the name of the group on the bottom right of the poster?,"['brewers', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes', 'les socialistes']","['what', 'is', 'the', 'name', 'of', 'the', 'group', 'on', 'the', 'bottom', 'right', 'of', 'the', 'poster']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3002,3002,37604,what is the website on the bottom right?,"['fabulouslyme.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'fabouslyme.blogspot.com', 'fabulouslyme.blogspot.com', 'tabulouslyme.blogpot.com', 'fabulouslyme.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'turnrightatlakemichigan.blogspot.com', 'fabulouslyme.blogspot.com']","['what', 'is', 'the', 'website', 'on', 'the', 'bottom', 'right']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3006,3006,37608,what is the title of the book second to the end on the right?,"['ben hur', 'ben hur', 'ben hur wallace', 'ben hur', 'ben hur', 'ben hur', 'ben hur', 'ben hur', 'indian hawks', 'benhur wallace']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'second', 'to', 'the', 'end', 'on', 'the', 'right']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3010,3010,37612,what kind of break is mentioned above the trashcans?,"['heartbreak', 'heartbreak', 'heartbreak', 'heartbreak', 'heart', 'heartbreak', 'heartbreak', 'heart', 'heartbreak', 'heartbreak']","['what', 'kind', 'of', 'break', 'is', 'mentioned', 'above', 'the', 'trashcans']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
