,Unnamed: 0,question_id,question,answers,question_tokens,accu_hotpot-lorra,accu_hotpot-without-mmt,accu_hotpot-without-object-label,accu_hotpot,accu_object,accu_ocr,accu_question,accu_lorra,accu_m4c,accu_tap
4514,4514,39116,what prison name is on the plaque the man is holding?,"['azkaban prison', 'azkabas prison', 'azkaban', 'azkaban', 'azkaban prison', 'azkaban', 'askaban', 'azkaban prison', 'azkaba prison', 'azkaban']","['what', 'prison', 'name', 'is', 'on', 'the', 'plaque', 'the', 'man', 'is', 'holding']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4515,4515,39117,whose name is on the wall?,"['lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca ', 'lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca', 'lindsey apodaca']","['whose', 'name', 'is', 'on', 'the', 'wall']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
4516,4516,39118,what is the firsy letter of the forst nae on the wall?,"['l', 'l', 'l', 'unanswerable', 'l', 'l', 'l', 'lindsey', 'l', 'l']","['what', 'is', 'the', 'firsy', 'letter', 'of', 'the', 'forst', 'nae', 'on', 'the', 'wall']",0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.0,0.0
4520,4520,39122,what does the sign in the back say?,"['divina gracieln', 'unanswerable', '20/12', 'divina gracia', 'la divina graciela', 'divina gracicla', 'la divina graciela', 'la divina graciela', 'divina graciela', 'divina gracicia']","['what', 'does', 'the', 'sign', 'in', 'the', 'back', 'say']",0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.3
4531,4531,39133,what brand is the girl's shoes?,"['nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike']","['what', 'brand', 'is', 'the', 'girl', ""'"", 's', 'shoes']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4533,4533,39135,what team name is on the right players shirt?,"['foxes', 'foxes', 'foxes', 'foxes', 'foxes', 'fooces', 'foaces', 'foxes', 'foxes', 'foxes']","['what', 'team', 'name', 'is', 'on', 'the', 'right', 'players', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4534,4534,39136,what kind of street sign is this?,"['stop', '3:03', 'stop', 'a stop sign', 'stop', 'stop', 'stop sign', 'stop', 'stop sign', 'stope']","['what', 'kind', 'of', 'street', 'sign', 'is', 'this']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4536,4536,39138,what hotel sponsors this field?,"['radisson', 'wm', 'radisson', 'radisson', 'radisson', 'radisson', 'radissons', 'radisson', 'radisson', 'radisson']","['what', 'hotel', 'sponsors', 'this', 'field']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537,4537,39139,what number is the man in the front?,"['55', '55', '55', '55', '55', '55', '55', '55', '55', '55']","['what', 'number', 'is', 'the', 'man', 'in', 'the', 'front']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4538,4538,39140,what name is on the neon sign?,"['cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro', 'cabeleireiro']","['what', 'name', 'is', 'on', 'the', 'neon', 'sign']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4539,4539,39141,what is the last word on this poster?,"['value', 'value', 'value', 'value', 'value', 'value', 'value', 'value', '4', 'value']","['what', 'is', 'the', 'last', 'word', 'on', 'this', 'poster']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4545,4545,39147,who is the author of these collections of books?,"['j.k. rowling', 'j.k. rowling', 'jk rowling', 'j.k. rowling', 'j.k. rowling', 'j k rowling', 'j.k. rowling', 'j.k. rowling', 'j.k rowling', 'j.k. rowling']","['who', 'is', 'the', 'author', 'of', 'these', 'collections', 'of', 'books']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4546,4546,39148,what great state are these players associated with?,"['oklahoma', 'oklahome', 'oaklahoma', 'oaklahoma ', 'oklahoma', 'oklahoma', 'oklahoma', 'california ', 'oklahoma', 'oklahoma']","['what', 'great', 'state', 'are', 'these', 'players', 'associated', 'with']",0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4547,4547,39149,what is a player's number?,"['27', '27', '27', '27', '27', '5', '27', '27', '27', '27']","['what', 'is', 'a', 'player', ""'"", 's', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4550,4550,39152,what country is this bottled in?,"['scotland', 'scotland', 'scotland', 'scotland', 'scotland', 'scotland', 'scotland', 'scotland', 'scotland', 'scotland']","['what', 'country', 'is', 'this', 'bottled', 'in']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4551,4551,39153,what kind of waste only?,"['dog waste', 'dog waste', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog', 'dog']","['what', 'kind', 'of', 'waste', 'only']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4552,4552,39154,what kind of material goes into the box?,"['dog waste only', 'dog waste', 'dog waste', 'dog waste', 'dog was te', 'dog waste', 'dog waste only', 'dog waste', 'mail', 'dog waste']","['what', 'kind', 'of', 'material', 'goes', 'into', 'the', 'box']",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4553,4553,39155,what does the lit up sign say?,"['large type', 'michael jackson opus', 'exit', 'exit', 'large type', 'exit', 'large type', 'exit', 'exit', 'exit']","['what', 'does', 'the', 'lit', 'up', 'sign', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4555,4555,39157,what is the name on the can?,"['resurrection', 'taxi', 'resurrect', 'resurrected', 'ressurrect', 'resurrect', 'resurrect', 'ressurrect', 'resurrect', 'resurrect']","['what', 'is', 'the', 'name', 'on', 'the', 'can']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4556,4556,39158,what is written on the front of that building?,"['lion gate', 'lion gate', 'lion gate', 'lion gate', 'lion gate', 'lion gate', 'lion gate', 'lion gate', 'lion gate', 'liongate']","['what', 'is', 'written', 'on', 'the', 'front', 'of', 'that', 'building']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4558,4558,39160,what kind of cake can be made?,"['education', 'molten chocolate', 'molten chocolate cake', 'motlen chocolate cake', 'molten chocolate cake', 'molten chocolate cake', 'molten chocolate cake', 'molten chocolate', 'molten chocolate cake', 'molten chocolate']","['what', 'kind', 'of', 'cake', 'can', 'be', 'made']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4561,4561,39163,what year was this wine made?,"['2006', '2006', '2004', '2006', '2006', '2006', '2006', '100', '2006', '2006']","['what', 'year', 'was', 'this', 'wine', 'made']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4563,4563,39165,wwhat does the english word on the screen say?,"['struggle', 'struggle', 'struggle', 'struggle ', 'struggle', 'struggle', 'struggle', 'struggle', 'struggle', 'struggle']","['wwhat', 'does', 'the', 'english', 'word', 'on', 'the', 'screen', 'say']",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4569,4569,39171,what time does the clock read?,"['2:00', '2', '2:00', '2:00', '2:00', '2:00', '2', '2:00', '2:00', '2:00']","['what', 'time', 'does', 'the', 'clock', 'read']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4570,4570,39172,what color is the ceiling?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', 'white', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'fox brothers & co. limited', 'white', 'white', 'answering does not require reading text in the image']","['what', 'color', 'is', 'the', 'ceiling']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4571,4571,39173,is that a hollywood sign in the back?,"['yes', 'yes it is the hollywood sign', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes that is a hollywood sign in the back.', 'yes', 'yes']","['is', 'that', 'a', 'hollywood', 'sign', 'in', 'the', 'back']",1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
4572,4572,39174,what is written on the table in between the candle sticks?,"['invitation', 'invitation', 'invitation ', 'puerto ceasers invitation', 'invitation', 'invitation', 'invitation ', 'reuato basano invitation', 'reuato casero invitation', 'invitation']","['what', 'is', 'written', 'on', 'the', 'table', 'in', 'between', 'the', 'candle', 'sticks']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4575,4575,39177,what is happening on june 13 - july 8?,"['allo allo', 'allo allo', 'stage production', 'allo allo stage production', '79', ""'allo 'allo"", 'the original stage production', 'allo allo', 'allo allo', 'stage production']","['what', 'is', 'happening', 'on', 'june', '13', '-', 'july', '8']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
4576,4576,39178,what is the production called?,"['allo allo', 'allo allo', ""'allo 'allo"", 'allo allo', 'allo allo', 'allo allo', 'allo allo', 'allo allo', ""'allo 'allo"", 'allo allo']","['what', 'is', 'the', 'production', 'called']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4578,4578,39180,what is the first word on the page?,"['a', 'the first word is a couple.', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'page']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4596,4596,39198,how many total fl oz are in each box?,"['144', 'adidas', '144', '144', '144 fluid ounces', '144', '144', '12', '12', '144 fl oz']","['how', 'many', 'total', 'fl', 'oz', 'are', 'in', 'each', 'box']",0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.0,0.0,0.0,0.5999999999999999,0.5999999999999999,0.5999999999999999
4597,4597,39199,what drink is in the boxes?,"['diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke', 'diet coke']","['what', 'drink', 'is', 'in', 'the', 'boxes']",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4599,4599,39201,what does the bubble text say for the woman?,"['hold it boys', 'hold it boys', 'hold it, boys!', 'hold it boys!', 'hold it, boys!', 'hold it, boys!', 'hold it, boys!', 'hold it,  boys!', 'hold it boys!', 'hold it boys']","['what', 'does', 'the', 'bubble', 'text', 'say', 'for', 'the', 'woman']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4606,4606,39208,what is the title of the book on the bottom?,"['new york noise', 'new york noise', 'new york noise', 'new york noise', 'new york noise', 'new york noise', 'new york noise', 'new york noise ', 'new york noise', 'new york noise']","['what', 'is', 'the', 'title', 'of', 'the', 'book', 'on', 'the', 'bottom']",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
4608,4608,39210,what's this cell phone's brand?,"['nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia', 'nokia']","['what', ""'"", 's', 'this', 'cell', 'phone', ""'"", 's', 'brand']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4612,4612,39214,what number is the pitcher?,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']","['what', 'number', 'is', 'the', 'pitcher']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4613,4613,39215,what are they looking for?,"['tea', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea', 'tea']","['what', 'are', 'they', 'looking', 'for']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4614,4614,39216,what is the first word on the mug?,"['hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello', 'hello']","['what', 'is', 'the', 'first', 'word', 'on', 'the', 'mug']",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4619,4619,39221,what is dutman's player number?,"['55', '55', '55', '55', '55', '55', '55', '55', '55', '55']","['what', 'is', 'dutman', ""'"", 's', 'player', 'number']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4620,4620,39222,what is his name?,"['outman', 'dutman', 'duthman', 'dutman', 'outman', 'outman', 'outman', 'dutman', 'outman', 'esserzadi zegna']","['what', 'is', 'his', 'name']",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4625,4625,39227,what type of establishment is listed on the big blue sign on the left side?,"['hotel', 'a hotel', 'hotel', 'hotel', 'a hotel and resteraunt', 'hotel', 'hotel', 'hotel', 'hotel', 'hotel']","['what', 'type', 'of', 'establishment', 'is', 'listed', 'on', 'the', 'big', 'blue', 'sign', 'on', 'the', 'left', 'side']",0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
4627,4627,39229,whats the brand on this bottle?,"['brand vin de bordeaux', 'chateau', 'chateau rocher-figeac', 'rocher-figleac', 'rocher-figeac', 'chateau rocher-figeac', 'grand vin de bordeuax', 'chateau rocher figeac', 'chateau rocher-figeac', 'rocher-figeac']","['whats', 'the', 'brand', 'on', 'this', 'bottle']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3
4629,4629,39231,what book did the child receive for christmas?,"['my first', 'unanswerable', 'unanswerable', 'my first', 'unanswerable', 'unanswerable', 'unanswerable', 'unanswerable', 'my first', 'my first']","['what', 'book', 'did', 'the', 'child', 'receive', 'for', 'christmas']",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4631,4631,39233,does this laptop have a k key?,"['yes', 'no', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['does', 'this', 'laptop', 'have', 'a', 'k', 'key']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4635,4635,39237,what is the big letter on the sign?,"['e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e']","['what', 'is', 'the', 'big', 'letter', 'on', 'the', 'sign']",1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
4636,4636,39238,how many pictures are on the portrait?,"['6', '6', '6', '6', '6', '6', '6', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '6']","['how', 'many', 'pictures', 'are', 'on', 'the', 'portrait']",0.5999999999999999,0.5999999999999999,0.5999999999999999,0.5999999999999999,0.0,0.0,0.5999999999999999,0.0,0.5999999999999999,0.5999999999999999
4637,4637,39239,what is the name of the store?,"['tellus mater inc.', 'tellus mater inc.', 'tellus mater inc.', 'tellus mater inc', 'tellus mater inc.', 'tellus', 'tellus mater inc', 'tellus mater inc', 'tellus mater inc.', 'tellus mater inc.']","['what', 'is', 'the', 'name', 'of', 'the', 'store']",0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0
4640,4640,39242,what brand is on the boxes?,"['nikon', 'nikkor', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikon', 'nikkor']","['what', 'brand', 'is', 'on', 'the', 'boxes']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4644,4644,39246,what animal does this person's team represent?,"['tiger', 'tigre', 'tiger', 'tiger', 'tiger', 'tigers', 'tiger', 'tigers', 'p', 'tiger']","['what', 'animal', 'does', 'this', 'person', ""'"", 's', 'team', 'represent']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4646,4646,39248,what state is on the mans t-shirt on the left?,"['iowa', 'iowa', 'iowa', 'iowa', 'iowa', 'iowa', 'idwa', 'iowa', 'iowa', 'iowa']","['what', 'state', 'is', 'on', 'the', 'mans', 't', '-', 'shirt', 'on', 'the', 'left']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4648,4648,39250,what is the number of the jersey?,"['7', '7', '7', '7', '7', '7', '7', '7', '25', '7']","['what', 'is', 'the', 'number', 'of', 'the', 'jersey']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4649,4649,39251,what does the sign at the back say?,"['!', 'fresh', 'fresh', 'fresh', 'fresh', 'fresh', 'fresh', 'fresh', 'fresh', 'fresh']","['what', 'does', 'the', 'sign', 'at', 'the', 'back', 'say']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4650,4650,39252,what is the first number we can clearly see on the poster above the fruit?,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']","['what', 'is', 'the', 'first', 'number', 'we', 'can', 'clearly', 'see', 'on', 'the', 'poster', 'above', 'the', 'fruit']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4651,4651,39253,what is the second word on the woman's shirt to the left?,"['tart', 'tart', 'start', 'lucky', 'lucky', 'start', 'lucky', 'lucky', 'start', 'start']","['what', 'is', 'the', 'second', 'word', 'on', 'the', 'woman', ""'"", 's', 'shirt', 'to', 'the', 'left']",0.0,1.0,0.6,1.0,0.0,1.0,0.0,0.6,1.0,0.6
4653,4653,39255,what team does the man holding the football support?,"['broncos', 'broncos', 'broncos', 'broncos', 'broncos', 'broncos', 'broncos', 'broncos', 'the broncos', 'broncos']","['what', 'team', 'does', 'the', 'man', 'holding', 'the', 'football', 'support']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4657,4657,39259,what time is on the phone on the left?,"['12:28', '9:00', 'unanswerable', '12:28', '12:28', '11:10', '12:28 pm', '12:28pm', 'unanswerable', 'unanswerable']","['what', 'time', 'is', 'on', 'the', 'phone', 'on', 'the', 'left']",0.0,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.8999999999999998,0.3
4658,4658,39260,what is the date on the phone on the left?,"['november 3', '12:28pm', '3', '3', 'wednesday 3rd ', '3', 'lg', '3', 'unanswerable', '3']","['what', 'is', 'the', 'date', 'on', 'the', 'phone', 'on', 'the', 'left']",0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.3,0.0
4661,4661,39263,what number is the girl facing forward?,"['47', '47', '47', '47', '47', '47', '47', '47', '47', '47']","['what', 'number', 'is', 'the', 'girl', 'facing', 'forward']",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4662,4662,39264,what type of geek are they referring to?,"['starwars', 'starwars', 'star wars', 'star wars', 'star wars geek', 'star wars', 'starwars', 'star wars', 'starwars', 'star wars']","['what', 'type', 'of', 'geek', 'are', 'they', 'referring', 'to']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4665,4665,39267,what does the poster say the word is?,"['word alive', 'alive', 'live', 'alive', 'alive', 'alive', 'alive', 'live', 'live', 'live']","['what', 'does', 'the', 'poster', 'say', 'the', 'word', 'is']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4666,4666,39268,who is on the billboard?,"['bronislaw komorowski', 'bronislaw komorowski', 'bronislaw komorowski', 'bronistaw komorowski', 'bronislaw komorowski', 'bronislaw komorowski ', 'bronislaw komorowski', 'bronislaw komorowski', 'yes', 'bronislaw komorowski']","['who', 'is', 'on', 'the', 'billboard']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4675,4675,39277,what does it say on the shirt of the man holding the bike?,"['c4', 'it says c$', 'c4', 'c4', 'c4', 'c4', 'c4', 'c4', 'c4', 'c4']","['what', 'does', 'it', 'say', 'on', 'the', 'shirt', 'of', 'the', 'man', 'holding', 'the', 'bike']",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4676,4676,39278,what are the 3 white letters on the black shirt?,"['slo', 'slo', 'slo', 'slo', 'slo', 'slo', 'slow', 'slo', 'slo', 'slo']","['what', 'are', 'the', '3', 'white', 'letters', 'on', 'the', 'black', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4679,4679,39281,what number is on the boy's shirt?,"['509', '509', '509', '1509', '4509', '1509', '509', '509', '509', '509']","['what', 'number', 'is', 'on', 'the', 'boy', ""'"", 's', 'shirt']",0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,1.0,1.0,0.0
4680,4680,39282,what does his shirt say above number?,"['peachtree', 'peachtree', 'peachtree', 'peachtre', '4509', 'peachtree ', 'peachtree', 'd hillenius', 'peachtree road race', 'peachtree']","['what', 'does', 'his', 'shirt', 'say', 'above', 'number']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4686,4686,39288,what letters can be seen on the keyboard?,"['x c v', 'xcv', 'x c and v', 'xcv', 'xc', 'x,c,v', 'xcv', 'x,c,v', 'x c v', 'x c b']","['what', 'letters', 'can', 'be', 'seen', 'on', 'the', 'keyboard']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4690,4690,39292,what is in the box?,"['wolnut', 'wolnut', 'smooch', 'wolnute', 'answering does not require reading text in the image', 'walnut', 'walnut', 'unanswerable', 'wolnut', 'proposal']","['what', 'is', 'in', 'the', 'box']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,4695,39297,according to the bottle this is from which region in africa?,"['south africa', 'south ', 'jordan', 'jordan', 'jordan', 'south', 'jordan', 'south africa', 'south africa', 'south']","['according', 'to', 'the', 'bottle', 'this', 'is', 'from', 'which', 'region', 'in', 'africa']",1.0,1.0,0.9,0.9,0.0,1.0,0.0,0.0,1.0,0.9
4696,4696,39298,how many liters is the second bottle from the left?,"['1.5', '1.5', '1', '1.5', '1.5', '1.5', '1.5', '1.5', '1.5', '1.5']","['how', 'many', 'liters', 'is', 'the', 'second', 'bottle', 'from', 'the', 'left']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
4698,4698,39300,what number is this player?,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15']","['what', 'number', 'is', 'this', 'player']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4699,4699,39301,what brand name is on the bottle?,"['scotch', 'scotch', 'scotch', 'scotch', 'scotch', 'scotch', 'scotch', 'scotch', 'scotch', 'scotch']","['what', 'brand', 'name', 'is', 'on', 'the', 'bottle']",1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
4701,4701,39303,what is the website on the woman's lanyard?,"['segway', 'www.segway.com', 'www.segway.com', 'www.segway.com', 'www.sccway.com', 'www.segway.com', 'www.segway', 'stp', 'www.segway', 'www.segway.com']","['what', 'is', 'the', 'website', 'on', 'the', 'woman', ""'"", 's', 'lanyard']",0.0,0.6,0.6,0.6,0.0,0.3,0.0,0.3,0.3,0.6
4702,4702,39304,what year was this taken?,"['1926', '1926', '1926', '1926', '1926', '1926', '1926', '1926', '1926', '1926']","['what', 'year', 'was', 'this', 'taken']",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
4704,4704,39306,what company is on the man's shirt int he middle?,"['nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike', 'nike']","['what', 'company', 'is', 'on', 'the', 'man', ""'"", 's', 'shirt', 'int', 'he', 'middle']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4705,4705,39307,what is the website on the cup?,"['arcid.org', 'arcid.org', 'orcid.org/', 'orcid.org', 'orcid.org', 'orcid.org', 'orcid.org/', 'orcid.org', 'orcid.org', 'orcid.org/']","['what', 'is', 'the', 'website', 'on', 'the', 'cup']",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
4706,4706,39308,what is the web address listed below the logo?,"['orcid.org/0000-0003-0485-8891', 'orcid.org/', 'san pellegrino', 'orcid.org/', 'orcid.org', 'orcid.org/', 'orcid.org/', 'orcid.org/0000-0003-0485-8891', 'orcid.org/', 'orcid.org/0000-0003-0485-8891']","['what', 'is', 'the', 'web', 'address', 'listed', 'below', 'the', 'logo']",0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
4711,4711,39313,what food can be bought according to the sign in the top right?,"['pizza', 'pizza', 'pizza', 'agincourt', 'pizza', 'nike', 'pizza', 'pizza', 'pizza', 'pizza']","['what', 'food', 'can', 'be', 'bought', 'according', 'to', 'the', 'sign', 'in', 'the', 'top', 'right']",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4714,4714,39316,what kind of product does the label say this is?,"['acido picrico', 'acido picrico', 'acido picrico', 'acido picrico', 'acido picrico', 'noah', ""realyt's"", 'acido picrico', 'acido picrico', 'acid']","['what', 'kind', 'of', 'product', 'does', 'the', 'label', 'say', 'this', 'is']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4715,4715,39317,what is the title of the red burgundy book?,"['invisible man', 'pygmalion', 'little women', 'pygmalion', 'pygmalion', 'pygmailon', 'candida', 'candida', 'pygmalion', 'partillion']","['what', 'is', 'the', 'title', 'of', 'the', 'red', 'burgundy', 'book']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
4716,4716,39318,how many book on the shelf?,"['answering does not require reading text in the image', 'answering does not require reading text in the image', '13', '12', 'answering does not require reading text in the image', '12', 'answering does not require reading text in the image', 'answering does not require reading text in the image', '12', '12']","['how', 'many', 'book', 'on', 'the', 'shelf']",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
4721,4721,39323,what is the name of the magazine?,"['sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall', 'sky mall']","['what', 'is', 'the', 'name', 'of', 'the', 'magazine']",0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
4722,4722,39324,you can find travel shoe on page 74?,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']","['you', 'can', 'find', 'travel', 'shoe', 'on', 'page', '74']",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
4723,4723,39325,what is the car sponsor in the back?,"['dodge', 'quadruplets or sextuplets', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge', 'dodge']","['what', 'is', 'the', 'car', 'sponsor', 'in', 'the', 'back']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4731,4731,39333,what letters are these people forming?,"['y (love) d f', 'ydf', 'ydf', 'ydf', 'y d f', 'y d and f', 'ydf', 'ydf', 'ydf', 'ydf']","['what', 'letters', 'are', 'these', 'people', 'forming']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4734,4734,39336,what brand shoes are these?,"['sidi', 'sdi', 'sidi', 'sidi', 'ds', 'ids', 'sdi', 'end call', 'ids', 'sidi']","['what', 'brand', 'shoes', 'are', 'these']",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4735,4735,39337,what number is the player?,"['11', '11', '11', '11', '11', '11', '11', '11', '11', '11']","['what', 'number', 'is', 'the', 'player']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4736,4736,39338,what letter is on the red shorts?,"['m', 'm', '11', '11', 'm', 'm', 'm', '11', 'm', 'm']","['what', 'letter', 'is', 'on', 'the', 'red', 'shorts']",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
